[2019-07-16 14:24:40] [INFO   ] Connecting to the MongoDB database knowingipr 
[2019-07-16 14:24:41] [INFO   ] host: jdbc:mariadb://localhost/knowingipr_knowledge?usePipelineAuth=false
username: root
password: root
driver: org.mariadb.jdbc.Driver 
[2019-07-16 14:24:41] [INFO   ] -------------------------- 
[2019-07-16 14:24:41] [INFO   ] DRIVER: org.mariadb.jdbc.Driver 
[2019-07-16 14:24:41] [INFO   ] Set Login Timeout: 10 
[2019-07-16 14:24:41] [INFO   ] CONNECTION: org.mariadb.jdbc.MariaDbConnection@9bebf19 
[2019-07-16 14:26:16] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050104_wk01\ipgb20050104.json 
[2019-07-16 14:26:16] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050104_wk01\ipgb20050104.json 
[2019-07-16 14:26:19] [FINER  ] Parsing done 
[2019-07-16 14:26:19] [FINER  ] Beginning insert 
[2019-07-16 14:26:26] [FINER  ] Inserting done 
[2019-07-16 14:26:26] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050111_wk02\ipgb20050111.json 
[2019-07-16 14:26:26] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050111_wk02\ipgb20050111.json 
[2019-07-16 14:26:28] [FINER  ] Parsing done 
[2019-07-16 14:26:28] [FINER  ] Beginning insert 
[2019-07-16 14:26:31] [FINER  ] Inserting done 
[2019-07-16 14:26:31] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050118_wk03\ipgb20050118.json 
[2019-07-16 14:26:31] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050118_wk03\ipgb20050118.json 
[2019-07-16 14:26:33] [FINER  ] Parsing done 
[2019-07-16 14:26:33] [FINER  ] Beginning insert 
[2019-07-16 14:26:34] [FINER  ] Inserting done 
[2019-07-16 14:26:34] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050125_wk04\ipgb20050125.json 
[2019-07-16 14:26:34] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050125_wk04\ipgb20050125.json 
[2019-07-16 14:26:36] [FINER  ] Parsing done 
[2019-07-16 14:26:36] [FINER  ] Beginning insert 
[2019-07-16 14:26:41] [FINER  ] Inserting done 
[2019-07-16 14:26:41] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050201_wk05\ipgb20050201.json 
[2019-07-16 14:26:41] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050201_wk05\ipgb20050201.json 
[2019-07-16 14:26:43] [FINER  ] Parsing done 
[2019-07-16 14:26:43] [FINER  ] Beginning insert 
[2019-07-16 14:26:46] [FINER  ] Inserting done 
[2019-07-16 14:26:46] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050208_wk06\ipgb20050208.json 
[2019-07-16 14:26:46] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050208_wk06\ipgb20050208.json 
[2019-07-16 14:26:48] [FINER  ] Parsing done 
[2019-07-16 14:26:48] [FINER  ] Beginning insert 
[2019-07-16 14:26:49] [FINER  ] Inserting done 
[2019-07-16 14:26:49] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050215_wk07\ipgb20050215.json 
[2019-07-16 14:26:49] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050215_wk07\ipgb20050215.json 
[2019-07-16 14:26:52] [FINER  ] Parsing done 
[2019-07-16 14:26:52] [FINER  ] Beginning insert 
[2019-07-16 14:26:53] [FINER  ] Inserting done 
[2019-07-16 14:26:53] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050222_wk08\ipgb20050222.json 
[2019-07-16 14:26:53] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050222_wk08\ipgb20050222.json 
[2019-07-16 14:26:56] [FINER  ] Parsing done 
[2019-07-16 14:26:56] [FINER  ] Beginning insert 
[2019-07-16 14:26:58] [FINER  ] Inserting done 
[2019-07-16 14:26:58] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050301_wk09\ipgb20050301.json 
[2019-07-16 14:26:58] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050301_wk09\ipgb20050301.json 
[2019-07-16 14:26:59] [FINER  ] Parsing done 
[2019-07-16 14:26:59] [FINER  ] Beginning insert 
[2019-07-16 14:27:01] [FINER  ] Inserting done 
[2019-07-16 14:27:01] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050308_wk10\ipgb20050308.json 
[2019-07-16 14:27:01] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050308_wk10\ipgb20050308.json 
[2019-07-16 14:27:03] [FINER  ] Parsing done 
[2019-07-16 14:27:03] [FINER  ] Beginning insert 
[2019-07-16 14:27:04] [FINER  ] Inserting done 
[2019-07-16 14:27:04] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050315_wk11\ipgb20050315.json 
[2019-07-16 14:27:04] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050315_wk11\ipgb20050315.json 
[2019-07-16 14:27:06] [FINER  ] Parsing done 
[2019-07-16 14:27:06] [FINER  ] Beginning insert 
[2019-07-16 14:27:08] [FINER  ] Inserting done 
[2019-07-16 14:27:08] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050322_wk12\ipgb20050322.json 
[2019-07-16 14:27:08] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050322_wk12\ipgb20050322.json 
[2019-07-16 14:27:11] [FINER  ] Parsing done 
[2019-07-16 14:27:11] [FINER  ] Beginning insert 
[2019-07-16 14:27:12] [FINER  ] Inserting done 
[2019-07-16 14:27:12] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050329_wk13\ipgb20050329.json 
[2019-07-16 14:27:12] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050329_wk13\ipgb20050329.json 
[2019-07-16 14:27:14] [FINER  ] Parsing done 
[2019-07-16 14:27:14] [FINER  ] Beginning insert 
[2019-07-16 14:27:16] [FINER  ] Inserting done 
[2019-07-16 14:27:16] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050405_wk14\ipgb20050405.json 
[2019-07-16 14:27:16] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050405_wk14\ipgb20050405.json 
[2019-07-16 14:27:18] [FINER  ] Parsing done 
[2019-07-16 14:27:18] [FINER  ] Beginning insert 
[2019-07-16 14:27:19] [FINER  ] Inserting done 
[2019-07-16 14:27:19] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050412_wk15\ipgb20050412.json 
[2019-07-16 14:27:19] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050412_wk15\ipgb20050412.json 
[2019-07-16 14:27:21] [FINER  ] Parsing done 
[2019-07-16 14:27:21] [FINER  ] Beginning insert 
[2019-07-16 14:27:23] [FINER  ] Inserting done 
[2019-07-16 14:27:23] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050419_wk16\ipgb20050419.json 
[2019-07-16 14:27:23] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050419_wk16\ipgb20050419.json 
[2019-07-16 14:27:24] [FINER  ] Parsing done 
[2019-07-16 14:27:24] [FINER  ] Beginning insert 
[2019-07-16 14:27:26] [FINER  ] Inserting done 
[2019-07-16 14:27:26] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050426_wk17\ipgb20050426.json 
[2019-07-16 14:27:26] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050426_wk17\ipgb20050426.json 
[2019-07-16 14:27:28] [FINER  ] Parsing done 
[2019-07-16 14:27:28] [FINER  ] Beginning insert 
[2019-07-16 14:27:29] [FINER  ] Inserting done 
[2019-07-16 14:27:29] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050503_wk18\ipgb20050503.json 
[2019-07-16 14:27:29] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050503_wk18\ipgb20050503.json 
[2019-07-16 14:27:31] [FINER  ] Parsing done 
[2019-07-16 14:27:31] [FINER  ] Beginning insert 
[2019-07-16 14:27:32] [FINER  ] Inserting done 
[2019-07-16 14:27:32] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050510_wk19\ipgb20050510.json 
[2019-07-16 14:27:32] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050510_wk19\ipgb20050510.json 
[2019-07-16 14:27:34] [FINER  ] Parsing done 
[2019-07-16 14:27:34] [FINER  ] Beginning insert 
[2019-07-16 14:27:36] [FINER  ] Inserting done 
[2019-07-16 14:27:36] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050517_wk20\ipgb20050517.json 
[2019-07-16 14:27:36] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050517_wk20\ipgb20050517.json 
[2019-07-16 14:27:38] [FINER  ] Parsing done 
[2019-07-16 14:27:38] [FINER  ] Beginning insert 
[2019-07-16 14:27:42] [FINER  ] Inserting done 
[2019-07-16 14:27:42] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050524_wk21\ipgb20050524.json 
[2019-07-16 14:27:42] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050524_wk21\ipgb20050524.json 
[2019-07-16 14:27:44] [FINER  ] Parsing done 
[2019-07-16 14:27:44] [FINER  ] Beginning insert 
[2019-07-16 14:27:46] [FINER  ] Inserting done 
[2019-07-16 14:27:46] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050531_wk22\ipgb20050531.json 
[2019-07-16 14:27:46] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050531_wk22\ipgb20050531.json 
[2019-07-16 14:27:47] [FINER  ] Parsing done 
[2019-07-16 14:27:47] [FINER  ] Beginning insert 
[2019-07-16 14:27:48] [FINER  ] Inserting done 
[2019-07-16 14:27:48] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050607_wk23\ipgb20050607.json 
[2019-07-16 14:27:48] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050607_wk23\ipgb20050607.json 
[2019-07-16 14:27:49] [WARNING] Missing value for field title 
[2019-07-16 14:27:50] [FINER  ] Parsing done 
[2019-07-16 14:27:50] [FINER  ] Beginning insert 
[2019-07-16 14:27:51] [FINER  ] Inserting done 
[2019-07-16 14:27:51] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050614_wk24\ipgb20050614.json 
[2019-07-16 14:27:51] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050614_wk24\ipgb20050614.json 
[2019-07-16 14:27:56] [FINER  ] Parsing done 
[2019-07-16 14:27:56] [FINER  ] Beginning insert 
[2019-07-16 14:27:57] [FINER  ] Inserting done 
[2019-07-16 14:27:57] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050621_wk25\ipgb20050621.json 
[2019-07-16 14:27:57] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050621_wk25\ipgb20050621.json 
[2019-07-16 14:27:59] [FINER  ] Parsing done 
[2019-07-16 14:27:59] [FINER  ] Beginning insert 
[2019-07-16 14:28:00] [FINER  ] Inserting done 
[2019-07-16 14:28:00] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050628_wk26\ipgb20050628.json 
[2019-07-16 14:28:00] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050628_wk26\ipgb20050628.json 
[2019-07-16 14:28:01] [FINER  ] Parsing done 
[2019-07-16 14:28:01] [FINER  ] Beginning insert 
[2019-07-16 14:28:02] [FINER  ] Inserting done 
[2019-07-16 14:28:02] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050705_wk27\ipgb20050705.json 
[2019-07-16 14:28:02] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050705_wk27\ipgb20050705.json 
[2019-07-16 14:28:04] [FINER  ] Parsing done 
[2019-07-16 14:28:04] [FINER  ] Beginning insert 
[2019-07-16 14:28:05] [FINER  ] Inserting done 
[2019-07-16 14:28:05] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050712_wk28\ipgb20050712.json 
[2019-07-16 14:28:05] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050712_wk28\ipgb20050712.json 
[2019-07-16 14:28:07] [FINER  ] Parsing done 
[2019-07-16 14:28:07] [FINER  ] Beginning insert 
[2019-07-16 14:28:08] [FINER  ] Inserting done 
[2019-07-16 14:28:08] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050719_wk29\ipgb20050719.json 
[2019-07-16 14:28:08] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050719_wk29\ipgb20050719.json 
[2019-07-16 14:28:11] [FINER  ] Parsing done 
[2019-07-16 14:28:11] [FINER  ] Beginning insert 
[2019-07-16 14:28:12] [FINER  ] Inserting done 
[2019-07-16 14:28:12] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050726_wk30\ipgb20050726.json 
[2019-07-16 14:28:12] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050726_wk30\ipgb20050726.json 
[2019-07-16 14:28:14] [FINER  ] Parsing done 
[2019-07-16 14:28:14] [FINER  ] Beginning insert 
[2019-07-16 14:28:15] [FINER  ] Inserting done 
[2019-07-16 14:28:15] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050802_wk31\ipgb20050802.json 
[2019-07-16 14:28:15] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050802_wk31\ipgb20050802.json 
[2019-07-16 14:28:17] [FINER  ] Parsing done 
[2019-07-16 14:28:17] [FINER  ] Beginning insert 
[2019-07-16 14:28:18] [FINER  ] Inserting done 
[2019-07-16 14:28:18] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050809_wk32\ipgb20050809.json 
[2019-07-16 14:28:18] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050809_wk32\ipgb20050809.json 
[2019-07-16 14:28:20] [FINER  ] Parsing done 
[2019-07-16 14:28:20] [FINER  ] Beginning insert 
[2019-07-16 14:28:22] [FINER  ] Inserting done 
[2019-07-16 14:28:22] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050816_wk33\ipgb20050816.json 
[2019-07-16 14:28:22] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050816_wk33\ipgb20050816.json 
[2019-07-16 14:28:24] [FINER  ] Parsing done 
[2019-07-16 14:28:24] [FINER  ] Beginning insert 
[2019-07-16 14:28:25] [FINER  ] Inserting done 
[2019-07-16 14:28:25] [INFO   ] Processing E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050823_wk34\ipgb20050823.json 
[2019-07-16 14:28:25] [FINER  ] Parsing file E:\Mongo Storage\Mongo\source data\Patent\2005\ipgb20050823_wk34\ipgb20050823.json 
